Searched by ion,Searced by name,Product Mass,QualifierMass,Compound,Retention Time,report.results_GT_001_Lipid_1(raw),report.results_GT_001_Lipid_10(raw),report.results_GT_001_Lipid_11(raw),report.results_GT_001_Lipid_12(raw),report.results_GT_001_Lipid_13(raw),report.results_GT_001_Lipid_14(raw),report.results_GT_001_Lipid_15(raw),report.results_GT_001_Lipid_16(raw),report.results_GT_001_Lipid_17(raw),report.results_GT_001_Lipid_18(raw),report.results_GT_001_Lipid_19(raw),report.results_GT_001_Lipid_2(raw),report.results_GT_001_Lipid_20(raw),report.results_GT_001_Lipid_21(raw),report.results_GT_001_Lipid_22(raw),report.results_GT_001_Lipid_23(raw),report.results_GT_001_Lipid_24(raw),report.results_GT_001_Lipid_25(raw),report.results_GT_001_Lipid_26(raw),report.results_GT_001_Lipid_27(raw),report.results_GT_001_Lipid_28(raw),report.results_GT_001_Lipid_29(raw),report.results_GT_001_Lipid_3(raw),report.results_GT_001_Lipid_4(raw),report.results_GT_001_Lipid_5(raw),report.results_GT_001_Lipid_6(raw),report.results_GT_001_Lipid_7(raw),report.results_GT_001_Lipid_8(raw),report.results_GT_001_Lipid_9(raw),report.results_GT_001_Lipid_1: Log2(normalized),report.results_GT_001_Lipid_10: Log2(normalized),report.results_GT_001_Lipid_11: Log2(normalized),report.results_GT_001_Lipid_12: Log2(normalized),report.results_GT_001_Lipid_13: Log2(normalized),report.results_GT_001_Lipid_14: Log2(normalized),report.results_GT_001_Lipid_15: Log2(normalized),report.results_GT_001_Lipid_16: Log2(normalized),report.results_GT_001_Lipid_17: Log2(normalized),report.results_GT_001_Lipid_18: Log2(normalized),report.results_GT_001_Lipid_19: Log2(normalized),report.results_GT_001_Lipid_2: Log2(normalized),report.results_GT_001_Lipid_20: Log2(normalized),report.results_GT_001_Lipid_21: Log2(normalized),report.results_GT_001_Lipid_22: Log2(normalized),report.results_GT_001_Lipid_23: Log2(normalized),report.results_GT_001_Lipid_24: Log2(normalized),report.results_GT_001_Lipid_25: Log2(normalized),report.results_GT_001_Lipid_26: Log2(normalized),report.results_GT_001_Lipid_27: Log2(normalized),report.results_GT_001_Lipid_28: Log2(normalized),report.results_GT_001_Lipid_29: Log2(normalized),report.results_GT_001_Lipid_3: Log2(normalized),report.results_GT_001_Lipid_4: Log2(normalized),report.results_GT_001_Lipid_5: Log2(normalized),report.results_GT_001_Lipid_6: Log2(normalized),report.results_GT_001_Lipid_7: Log2(normalized),report.results_GT_001_Lipid_8: Log2(normalized),report.results_GT_001_Lipid_9: Log2(normalized),Compound Name,Measured Retention Time,Product Mass,QualifierMass,CASNumber,CompoundType,ISTDCompoundName,Mass Column
not found ,,277.1777,278.181,6-Shogaol_0.92,0.92,658578.25,291693.53,745848.1,26606.627,151771.86,173170.44,150337.16,202619.27,171580.36,147260,175370.92,303170.7,101633.98,176477.67,148104.9,193954.44,175200.89,195876.38,189065.11,153801.53,193580.72,123528.47,315670.03,510148.03,189357.92,128430.22,299181.5,207237.28,216147.55,19.328995,18.154093,19.508522,14.699497,17.211544,17.401833,17.197844,17.628412,17.388525,17.168005,17.42005,18.20977,16.633022,17.429127,17.17626,17.56536,17.41865,17.579584,17.528524,17.230711,17.562574,16.914484,18.268057,18.960556,17.530756,16.970625,18.19066,17.660925,17.721657,6-Shogaol_0.92,0.9151,277.1777,278.181,,Target,,0
not found ,,573.4699,574.4727,"7,8-Dihydroparasiloxanthin_4.67",4.67,14632.347,75986.16,15236.402,212972.73,68257.734,10007.509,3155.4956,44456.496,1942.9626,8188.641,3168.4739,1251.1178,11145.822,19939.336,13625.793,41365.414,32426.566,12271.245,10387.069,11758.384,3359.576,10573.82,24675.164,68141.15,13313.166,5157.3403,12633.009,4685.939,2277.375,13.836874,16.213448,13.895235,17.700308,16.058704,13.288795,11.6236515,15.440107,10.924042,12.999408,11.629573,10.289001,13.444216,14.28333,13.734053,15.336138,14.984888,13.582994,13.342501,13.521402,11.714063,13.368209,14.590772,16.056238,13.700566,12.332411,13.62491,12.194123,11.153156,"7,8-Dihydroparasiloxanthin_4.67",4.029317,573.4699,574.4727,62994-71-2,Target,,0
not found ,,533.383,534.3871,"7alpha,21S,25-Trihydroxy-3beta-acetoxy-21S,23R-epoxy-9(11)-en-dammarane_1.862",1.862,622391.5,295260.38,457271.6,254252.78,387031.78,260990.83,380096.66,506890.28,421857.9,21718.316,60898.99,619568,388044.8,155353.95,385087.56,616316.2,298685.97,310744.25,63269.363,468377.84,294541.66,355517.94,557711,783900.9,558573.4,484572.47,654935.44,427831.22,705479.4,19.247463,18.171627,18.80269,17.955904,18.562094,17.993639,18.536007,18.951315,18.686398,14.406625,15.894131,19.240904,18.565865,17.2452,18.554827,19.23331,18.18827,18.245369,15.94922,18.837313,18.168112,18.439564,19.089157,19.58031,19.091387,18.886353,19.320993,18.706682,19.428244,"7alpha,21S,25-Trihydroxy-3beta-acetoxy-21S,23R-epoxy-9(11)-en-dammarane_1.862",1.7764666,533.383,534.3871,,Target,,0
found  ,,515.3732,516.3761,Alisol B 23-acetate/Alisol Acetate B_3.514,3.514,104457.78,113259.9,109161.83,157330.88,150242.61,106434.375,113090.336,117228.68,133771.89,181117.9,106207.68,159227.58,104190.766,150511.27,99726.266,141059.53,119727.41,128403.08,107943.75,157156.83,108936.57,98259.586,71584.625,108536.72,105407.34,119260.695,94716.56,91852.05,112991.23,16.672562,16.789278,16.736109,17.263443,17.196934,16.699604,16.787117,16.838966,17.029415,17.46657,16.696527,17.28073,16.668867,17.199512,16.605686,17.105946,16.869394,16.97032,16.719921,17.261845,16.73313,16.58431,16.127361,16.727823,16.685616,16.863758,16.531328,16.487024,16.78585,Alisol B 23-acetate/Alisol Acetate B_3.514,3.5240834,515.3732,516.3761,26575-95-1,Target,,0
not found ,,531.4045,532.4074,alpha-Tocopherol succinate_1.931,1.931,164732.45,27295.441,71355.805,119618.586,163785,297535.75,53640.164,104869.164,82205.31,251720.88,1002166.94,240556.58,62523.74,137532.48,95358.836,113973.94,78579.36,209251.02,1217289.9,150451.2,127931.85,46853.734,73764.484,119270.91,107125.01,61398.004,70256.05,106003.43,56165.133,17.329765,14.736372,16.122744,16.868082,17.321444,18.182703,15.711026,16.67823,16.326944,17.941465,19.934692,17.876017,15.9321165,17.069412,16.541079,16.798346,16.261862,17.674875,20.21524,17.198936,16.965015,15.515876,16.170639,16.863882,16.708937,15.905904,16.100334,16.693752,15.777387,alpha-Tocopherol succinate_1.931,1.9338334,531.4045,532.4074,3/3/45,Target,,0
not found ,,759.45,760.4536,Anemarrhenasaponin-I_4.125,4.125,69858.85,52461.348,65572.26,46586.355,2721.605,50292.01,5674.354,52491.203,6743.3804,14790.1045,6975.012,53815.633,51580.094,3399.7583,56744.207,56614.605,11521.142,53124.19,45524.87,39237.58,60385.918,58867.78,46273.793,70153.61,8001.6333,3832.1343,63587.027,83294.805,5712.755,16.092155,15.678967,16.000797,15.507619,11.410242,15.618042,12.470241,15.679788,12.719256,13.852344,12.76798,15.715737,15.654527,11.7312155,15.792186,15.788886,13.491996,15.697081,15.474367,15.259948,15.881925,15.845191,15.497909,16.09823,12.966079,11.903932,15.956445,16.345938,12.479971,Anemarrhenasaponin-I_4.125,4.0044665,759.45,760.4536,,Target,,0
found  ,,407.2409,408.2445,Annoglabasin C_1.01,1.01,47058.918,27458.865,34491.066,18179.256,59229.914,209189.22,19458.295,58561.703,265732.34,48826.137,60864.316,198214.83,305096.2,125064.945,6939.715,133905.05,37541.16,187470.7,181529.38,265089.38,74550.35,139819.4,54577.246,96231.57,52196.973,110021.47,115797.44,109836.414,17595.45,15.52218,14.744985,15.0739355,14.150006,15.854039,17.67445,14.248098,15.83767,18.019615,15.575367,15.893309,17.596704,18.218904,16.932318,12.76066,17.03085,15.196186,17.516306,17.469843,18.016119,16.185926,17.093206,15.736012,16.554222,15.671679,16.747425,16.821243,16.744997,14.102915,Annoglabasin C_1.01,0.99791664,407.2409,408.2445,288627-09-8,Target,,0
found  ,,407.241,408.2437,Annoglabasin C_1.107,1.107,37011.4,189530.66,6354.0215,18179.256,200502.42,210747.44,75121.68,58561.703,327069.16,139339.83,60864.316,199819.64,52656.754,125064.945,6060.892,121563.51,33349.723,197248.67,72482.375,182224.9,74188.51,90378.8,54577.246,13661.797,26108.525,58100.89,54499.766,35927.3,18182.555,15.175682,17.53207,12.633454,14.150006,17.61326,17.685156,16.196941,15.83767,18.319235,17.08825,15.893309,17.60834,15.684331,16.932318,12.565314,16.89135,15.025387,17.589657,16.145344,17.47536,16.17891,16.463697,15.736012,13.73786,14.672234,15.826273,15.733962,15.132793,14.150268,Annoglabasin C_1.107,0.99791664,407.241,408.2437,288627-09-8,Target,,0
found  ,,539.3714,540.3742,Argentatin G_2.902,2.902,24412.363,21840.295,13705.428,9173.037,27901.205,14823.107,16516.836,319503.66,233044.75,148992.08,13650.819,379005.75,14844.672,107325.43,11107.052,305276.97,153337.75,187610.03,11425.468,175590.28,8271.613,9966.824,260387.81,23661.867,18765.5,285943,13722.489,19647.455,13461.106,14.575325,14.414705,13.742459,13.163183,14.76804,13.85556,14.011649,18.285473,17.830248,17.184877,13.7367,18.53186,13.857657,16.711632,13.439188,18.219759,17.226353,17.517376,13.479966,17.421854,13.013953,13.282918,17.990303,14.530276,14.195795,18.125368,13.744255,14.262054,13.716509,Argentatin G_2.902,2.25685,539.3714,540.3742,,Target,,0
not found ,,873.4826,874.4853,AS-1 A_3.283,3.283,229756.42,167611.64,226785.98,185745.97,228634.47,174478.28,230229.88,201808.56,242571.36,161837.08,210015.72,251576.88,195561.95,158434.2,190449.78,268987.25,187596,214940.75,160589.11,190597.47,168395.05,215413.19,246756.67,263038.22,233573.05,250467.05,235655.58,184121.22,273180.8,17.809746,17.354763,17.790972,17.502972,17.802683,17.412687,17.812716,17.622627,17.88805,17.304182,17.680138,17.94064,17.577267,17.273525,17.539051,18.037178,17.51727,17.71358,17.293015,17.540169,17.36149,17.716747,17.91273,18.004913,17.833513,17.934261,17.846321,17.490295,18.059496,AS-1 A_3.283,3.2921667,873.4826,874.4853,,Target,,0
found  ,,409.2568,410.2598,Asebotoxin II_1.074,1.074,152686.39,75174.14,176245.5,58689.668,219094.1,47076.133,274094.4,46459.11,191499.08,244538.23,437725.4,173456.08,176197.6,145328.81,169218.73,47359.84,230496.11,169779.95,449146.94,212029.02,33444.383,190942.08,56020.094,253475.17,19666.348,46844.684,198607.56,11350.008,10769.988,17.220211,16.197948,17.427227,15.840818,17.74119,15.522708,18.064314,15.503674,17.546978,17.8997,18.739668,17.404211,17.426834,17.14896,17.368528,15.531376,17.814383,17.373306,18.776827,17.693903,15.029476,17.542776,15.773657,17.951485,14.263442,15.515597,17.599562,13.470407,13.394729,Asebotoxin II_1.074,1.0476167,409.2568,410.2598,23984-18-1,Target,,0
found  ,,495.3451,496.3481,Auricularine_2.453,2.453,171195.03,269893.1,1282884.4,112710.945,144309.61,1743071.5,2199781.8,1954137.4,1737033.9,1439050.6,3295986.8,51467.27,171810.73,184980.4,2501383.5,2578512.5,5037883.5,1274629.2,2619516.8,216947.36,1722983.5,2511253.5,74632.04,91096.22,178433.58,81105.04,89784.414,61299.29,58613.285,17.385283,18.042028,20.29096,16.782269,17.138807,20.7332,21.068928,20.8981,20.728193,20.456686,21.652279,15.651368,17.390461,17.497013,21.254293,21.298107,22.264387,20.281645,21.32087,17.726986,20.716476,21.259977,16.187508,16.475103,17.445026,16.307503,16.454178,15.903583,15.838941,Auricularine_2.453,2.1906,495.3451,496.3481,,Target,,0
not found ,,769.5009,771.5132,Azralidoside_4.03,4.03,45518.926,90524.27,97210.38,68551.48,62854.508,54192.082,107092.84,71647.164,32229.133,57529.137,63374.418,128604.58,77857.58,32551.281,47917.168,95270.85,59652.99,61912.85,35011.156,61103.47,56182.453,96459.81,119565.64,53894.918,76580.695,121752.234,76606.445,79802.62,120817.09,15.474179,16.466017,16.568823,16.064901,15.939729,15.725795,16.708502,16.128622,14.976077,15.812005,15.951612,16.972582,16.248549,14.990426,15.548255,16.539747,15.864307,15.917952,15.095527,15.898967,15.777831,16.55764,16.867443,15.717862,16.224693,16.893589,16.225178,16.28415,16.882465,Azralidoside_4.03,4.0376,769.5009,771.5132,37551-77-2,Target,,0
not found ,,313.1782,314.1815,Broussonin C_0.958,0.958,244818.48,111608.22,313272.47,136385.83,251342.14,107901.25,131650.25,180555.7,170117.64,125967.27,74373.625,292693.56,194503.86,55902.23,167821.38,190997.86,179196.3,198048.94,203930.03,133660.08,188234.83,203378.55,228541.56,110663.64,145991.45,215596.52,177128.19,101432.92,99040.055,17.901354,16.768084,18.25706,17.057335,17.939293,16.719353,17.00635,17.462086,17.376173,16.94269,16.182505,18.15903,17.569439,15.7706175,17.356567,17.543198,17.451181,17.595497,17.637714,17.028208,17.522175,17.633808,17.802097,16.755821,17.155523,17.717974,17.434435,16.630167,16.595724,Broussonin C_0.958,0.9730667,313.1782,314.1815,76045-49-3,Target,,0
not found ,,549.4131,550.4168,C1000 - 5.349,5.349,54659.293,47384.87,27293.713,51157.973,35541.668,369128.25,17281.02,44323.36,24759.77,45748.38,61168.52,84685.77,31029.773,90900.445,10611.785,18559.113,22536.816,36200.08,910805.9,31196.29,30754.717,29592.457,30472.596,32464.475,46630.047,130992.08,18176.34,9826.611,36209.2,15.738179,15.532139,14.736281,15.642671,15.117224,18.493763,14.076901,15.43578,14.595711,15.481432,15.900502,16.369831,14.921366,16.472,13.373379,14.17984,14.459996,15.143705,19.796783,14.929088,14.90852,14.8529415,14.895225,14.986573,15.508971,16.99912,14.149774,13.262478,15.144069,C1000 - 5.349,5.3462167,549.4131,550.4168,,Target,,0
not found ,,891.5661,893.5737,C1003 - 4.851,4.851,19735.902,155089.42,8815.347,11018.162,7977.379,117132.69,11755.304,14395.531,57623.5,29094.303,45631.5,25817.193,24752.113,123321.77,116633.07,11259.131,16317.815,49170.84,54609.44,125565.32,13402.525,7755.975,21073.225,29152.672,9306.044,27154.422,7035.6978,22251.19,11492.907,14.268535,17.24274,13.105802,13.427596,12.9616995,16.837784,13.521024,13.813333,15.81437,14.828448,15.477742,14.656045,14.5952635,16.912067,16.831617,13.458808,13.994161,15.585515,15.736862,16.938078,13.710217,12.921092,14.363123,14.831341,13.183952,14.7289,12.780478,14.441595,13.488456,C1003 - 4.851,4.85755,891.5661,893.5737,,Target,,0
not found ,,844.539,845.544,C1027 - 5.669,5.669,244235.77,498761.66,377329.12,482550.88,415253.2,208565.56,613533.25,535462,230115.42,579500.3,488120.53,439098.53,501122.16,620950.8,510949.84,392284.84,152070.84,572228.3,51593.035,444805.75,470785.25,486008.16,501881.12,474582.4,435258.03,646654.5,527105.6,489135.4,379549.97,17.897915,18.92799,18.525463,18.880322,18.663631,17.670141,19.226782,19.030426,17.811998,19.14445,18.89688,18.744184,18.934803,19.24412,18.962822,18.581543,17.214384,19.126232,15.654888,18.762815,18.84471,18.890621,18.936987,18.856298,18.73151,19.302635,19.007732,18.899874,18.53393,C1027 - 5.669,5.437333,844.539,845.544,,Target,,0
not found ,,505.4024,506.4059,C1030 - 4.108,4.108,142254.36,4606.1177,39094.34,27140.75,16676.562,5072.9375,278852.8,5588.1,2866.4175,26341.455,2000.6519,43502.78,1.00E-05,274066.38,10842.066,19489.963,222598.58,2593.0264,38580.65,10700.849,5176.0244,31615.146,23042.467,5426.5435,9681.08,13984.873,14714.9,61911.152,3885.2405,17.118113,12.169335,15.254673,14.728173,14.025535,12.308605,18.089146,12.448143,11.485033,14.685047,10.966254,15.40882,-16.60964,18.064165,13.404352,14.250443,17.764086,11.340421,15.235589,13.385437,12.337628,14.948329,14.492008,12.405817,13.2409525,13.77158,13.84499,15.917912,11.923788,C1030 - 4.108,3.6151834,505.4024,506.4059,,Target,,0
not found ,,947.5695,949.573,C1036 - 3.926,3.926,4130.5205,18583.068,5203.929,14374.851,7888.192,6238.656,54474.984,9082.25,67757.12,57718.01,7183.3535,61326.68,55871.836,6188.705,14819.356,9666.662,12665.205,7299.591,5876.343,12134.104,9653.164,8768.398,16702.582,64224.06,10708.744,15912.378,7781.2925,5616.8765,7323.4883,12.012108,14.181702,12.345386,13.811259,12.945479,12.607019,15.733306,13.148834,16.048084,15.816734,12.810441,15.904227,15.769834,12.595422,13.855195,13.238802,13.628582,12.8336,12.520703,13.56678,13.236787,13.098098,14.027784,15.970826,13.386502,13.957862,12.925794,12.455552,12.838315,C1036 - 3.926,4.0044665,947.5695,949.573,,Target,,0
not found ,,421.2935,422.2963,C1078 - 2.324,2.324,200122.52,267090.34,206577.67,321105.1,122084.74,116921.7,173068.81,167375.08,262431.78,328511.9,371810.56,197106.33,222560.14,175969.05,199040.69,198046.14,344166.84,242939.64,216961.38,129646.11,156113.33,411818.1,144299.89,169068.98,251933.98,196822.19,190523.23,289933.84,308381.34,17.610523,18.026968,17.656324,18.292686,16.897524,16.835184,17.400986,17.352724,18.001583,18.325586,18.504208,17.588615,17.763836,17.424961,17.602703,17.595478,18.39275,17.890238,17.72708,16.98422,17.252235,18.651648,17.13871,17.367252,17.942686,17.586533,17.539608,18.145365,18.234356,C1078 - 2.324,2.25685,421.2935,422.2963,,Target,,0
not found ,,789.5517,790.557,C1084 - 5.339,5.339,515355.47,403596.72,1835637.4,371482.28,1806164,479801.62,1995275.4,1781272.1,291117.62,348195.78,1623598.1,2052498,1714837.2,297910.47,1553217.8,1960275.4,285098.12,313711.6,399192.12,391047.3,1486235,1758585.9,1840738.2,412390.75,1904473.6,302621.2,364609.5,1702372.6,1938110.6,18.975208,18.622555,20.80785,18.502934,20.784496,18.872078,20.928156,20.764477,18.151243,18.409538,20.630764,20.968948,20.70964,18.184519,20.566828,20.902626,18.1211,18.259079,18.606724,18.576984,20.503231,20.745983,20.811853,18.653652,20.86096,18.207153,18.475992,20.699116,20.886219,C1084 - 5.339,5.7769165,789.5517,790.557,,Target,,0
not found ,,786.0273,787.0299,C1085 - 4.761,4.761,81239.59,83604.24,68965.16,36615.1,79436.72,71593.37,97297.91,86884.72,113995.79,91563.84,81972.125,127501.4,90972.48,42265.59,89723.04,102796.586,92426.31,90042.555,50521.664,85413.28,76119.85,112649.93,96751.63,24726.95,77795.76,22029.191,90094.93,74008.22,72894.9,16.309895,16.35129,16.07358,15.160151,16.277517,16.127539,16.570122,16.406815,16.798622,16.48249,16.322845,16.960154,16.473143,15.367196,16.45319,16.649433,16.496016,16.45832,15.624614,16.382174,16.215986,16.781487,16.561998,14.593797,16.247404,14.427129,16.459158,16.175398,16.15353,C1085 - 4.761,4.8078666,786.0273,787.0299,,Target,,0
not found ,,839.5323,841.5461,C1089 - 3.498,3.498,224405.83,51959.562,72007.445,51178.27,74428.95,30562.02,226802.34,360224.53,142523.73,81717.72,286097.4,652725.4,127838.13,75922.914,68483.21,539231.25,43894.086,208707.33,32715.59,68693.07,60520.684,315739.47,82628.05,209186.92,123716.65,81619.04,145233.89,107825.09,244853.27,17.775751,15.665102,16.135859,15.643244,16.183577,14.899453,17.791075,18.458538,17.120842,16.318361,18.126146,19.316116,16.963959,16.212248,16.063463,19.040545,15.42174,17.671122,14.99769,16.067877,15.88514,18.268375,16.334343,17.674433,16.91668,16.316618,17.148018,16.718332,17.901558,C1089 - 3.498,3.5158,839.5323,841.5461,,Target,,0
found  ,,915.7054,916.709,C1091 - 7.192,7.192,47932.96,103541.9,21269.428,364244.6,20934.92,196132.33,92645.555,30006.69,10188.902,713.03644,27859.184,126200,58938.633,53087.355,4367.7407,35020.79,12618.292,26031.393,372872.1,51886.55,39052.746,28023.547,1.00E-05,58509.36,22265.555,144480,34410.58,21616.025,74577.36,15.54873,16.659855,14.376493,18.474548,14.353623,17.581467,16.499434,14.872996,13.314711,9.477832,14.765865,16.945353,15.846926,15.69608,12.092671,15.095924,13.623229,14.667966,18.508322,15.663074,15.253136,14.774353,-16.60964,15.83638,14.442527,17.14051,15.070564,14.399815,16.18645,C1091 - 7.192,7.13525,915.7054,916.709,,Target,,0
not found ,,943.6489,944.6523,C1094 - 5.887,5.887,49039.906,67458.914,35910.76,150176.27,45601.145,56595.875,40576.64,35100.29,57303.977,66288.46,50147.7,35452.195,49331.2,167350.16,52293.375,37099.453,55422.29,57792.97,57926.016,47834.805,42012.586,55564.992,43335.41,29045.658,28563.246,37686.07,32278.967,32319.543,26031.188,15.581668,16.041721,15.132129,17.196297,15.476782,15.788409,15.308361,15.099195,15.806348,16.01647,15.613896,15.113587,15.590212,17.35251,15.67434,15.179111,15.758179,15.818606,15.821923,15.5457735,15.358534,15.761888,15.403258,14.8260355,14.801872,15.201743,14.978306,14.98012,14.6679535,C1094 - 5.887,6.1744666,943.6489,944.6523,,Target,,0
not found ,,1570.0426,1570.5437,C1112 - 4.391,4.391,34633.23,16537.07,11873.331,17393.068,25388.3,13292.364,25627.42,27508.227,13392.645,30346.916,29034.428,15658.66,24362.883,40261.88,22198.023,26782.477,31861.848,19796.77,39561.434,47839.145,77928.695,35012.41,130427.19,97610.82,24206.16,41231.69,24485.82,35589.33,19339.979,15.079869,14.013416,13.535438,14.0862255,14.631877,13.698309,14.6454,14.747576,13.709152,14.889262,14.825477,13.934672,14.572397,15.297126,14.438143,14.709002,14.959542,14.272978,15.271808,15.545904,16.249866,15.095579,16.992886,16.574753,14.5630865,15.331467,14.5796585,15.119157,14.239298,C1112 - 4.391,4.5842333,1570.0426,1570.5437,,Target,,0
not found ,,754.4984,776.4844,C1129 - 3.567,3.567,29169.324,72632.27,108852.02,18885.98,408935.1,35789.688,50729.64,507122.6,39242.957,37902.875,73757.81,26951.75,61425.293,61703.977,52761.355,41590.652,88450.54,33899.258,59913.824,46043.195,33546.324,56690.863,216049.23,401254.34,186897.83,34927.727,357881.5,561712.4,179829.28,14.832165,16.148323,16.73201,14.205029,18.641512,15.127256,15.630542,18.951975,15.260146,15.210019,16.170507,14.718091,15.906545,15.913075,15.687194,15.343971,16.432583,15.048966,15.870602,15.4907,15.033868,15.79083,17.721,18.614157,17.51189,15.092086,18.449121,19.099472,17.456268,C1129 - 3.567,3.4743834,754.4984,776.4844,,Target,,0
not found ,,504.2671,505.2738,C1130 - 1.491,1.491,116811.84,262275.97,127902.26,77082.11,141207.22,117140.055,138737.16,158376.78,119423.195,121218.65,150375.25,127174.125,125167.055,75422.72,103113.56,110444.68,121576.125,98485.42,80081.914,100737.83,98469.086,156377.1,144130.95,122612.84,145734.44,117514.26,108211.695,149805.6,111994.62,16.833826,18.000727,16.964682,16.234108,17.107454,16.837875,17.081995,17.273003,16.865723,16.88725,17.198208,16.956446,16.933496,16.202711,16.653873,16.752964,16.8915,16.587622,16.289188,16.620247,16.587383,17.25467,17.13702,16.903751,17.152983,16.842476,16.723497,17.192732,16.77307,C1130 - 1.491,1.4783,504.2671,505.2738,,Target,,0
not found ,,367.1963,367.6979,C1133 - 1.861,1.861,217413.92,20099.54,29063.244,38706.285,39245.93,112241.47,62139.95,25514.188,67224.06,21382.252,65548.266,23799.559,17149.568,24733.148,36347.195,44951.535,50564.77,63283.38,105087.055,49087.953,33825.996,43908.27,57347.023,15713.749,23462.99,27285.262,256987.62,34633.984,109426.67,17.730085,14.294874,14.826908,15.24028,15.260256,16.776245,15.923234,14.639011,16.03669,14.384127,16.000269,14.538647,14.065885,14.594159,15.149557,15.456082,15.625846,15.949539,16.681227,15.583081,15.045844,15.422204,15.80743,13.93974,14.5181,14.735834,17.97134,15.079901,16.739605,C1133 - 1.861,2.1491833,367.1963,367.6979,,Target,,0
not found ,,553.3504,554.3537,C1141 - 2.899,2.899,50639.707,605687.4,73259.28,69953.96,24458.938,180165.9,1790420.2,337457.56,1358168.8,1251508.2,2746766.2,52902.395,2633093.5,2161118.8,2244288.2,1785796.2,3794611.2,960845.44,2505999,2087890.5,79707.62,357285.8,32482.676,47405.9,42560.21,179485.3,142093.2,105810.2,50662.527,15.627981,19.208214,16.160725,16.094118,14.5780735,17.458965,20.771866,18.364346,20.373232,20.255236,21.389301,15.691045,21.328327,21.043346,21.097828,20.768137,21.85552,19.873945,21.256954,20.993614,16.28243,18.446718,14.987383,15.53278,15.377218,17.453506,17.116478,16.69112,15.628632,C1141 - 2.899,2.4722,553.3504,554.3537,,Target,,0
not found ,,791.4196,792.423,C1176 - 0.995,0.995,33873.664,26228.834,33500.56,7352.657,2887.2349,7135.751,6795.553,117170.87,26764.723,6300.0083,53777.82,36503.285,52905.254,7901.417,37380.21,94698.805,28894.764,10388.468,4461.885,2344.3413,33168.78,5313.561,62375.7,14035.744,49612.094,39341.43,24073.998,5932.3564,26952.977,15.047876,14.678866,15.031898,12.844049,11.495472,12.800849,12.730376,16.838255,14.708046,12.621138,15.714724,15.155739,15.691123,12.947895,15.189986,16.53106,14.818521,13.342694,12.123438,11.194967,15.017539,12.375463,15.928696,13.776817,15.598404,15.2637615,14.555187,12.53439,14.718157,C1176 - 0.995,1.5445666,791.4196,792.423,,Target,,0
not found ,,789.5146,791.5217,C119 - 2.99,2.99,66682.055,18606.906,13779.029,13216.098,18843.291,59118.88,41427.64,82548.09,32631.615,19249.062,69121.7,206093.44,33540.277,27371.008,32160.82,165695.11,34120.895,59429.863,16974.992,33254.152,14193.542,63788.316,22833.361,73841.25,29439.309,28705.906,31678.8,15760.603,54753.68,16.025011,14.183551,13.750186,13.690009,14.201763,15.851332,15.338305,16.332947,14.993982,14.2325,16.07685,17.652939,15.0336075,14.74036,14.973016,17.338171,15.058368,15.8589,14.051123,15.021247,13.792947,15.961004,14.478856,16.17214,14.845456,14.80906,14.951231,13.944036,15.740668,C119 - 2.99,2.9360166,789.5146,791.5217,,Target,,0
not found ,,837.5051,838.5085,C1207 - 5.114,5.114,162671.62,37062.742,166028.36,42930.61,160458.66,189516.02,165737.61,165248.36,35144.703,32134.342,19479.389,20949.04,178018.94,7648.68,21874.148,138553.75,192404.55,17692.248,229479.22,35364.06,197565.11,161093.6,157609.16,21089.428,25182.1,186983.81,14935.455,14872.543,141236.97,17.311604,15.177682,17.34107,15.389719,17.291842,17.53196,17.338541,17.334276,15.101019,14.971828,14.249661,14.354596,17.441671,12.900995,14.41694,17.080088,17.553783,14.110829,17.808004,15.109997,17.591969,17.297539,17.265991,14.364232,14.6201105,17.512554,13.866453,13.860364,17.107758,C1207 - 5.114,5.3627834,837.5051,838.5085,,Target,,0
not found ,,885.5529,886.5559,C1213 - 5.989,5.989,27918.95,26838.326,44767.625,316860,538540.9,25262.523,35663.098,441889.25,29158.922,52129.543,54030.305,33877.902,39626.105,27097.965,39882.082,47083.406,38116.652,46727.86,188130.31,37781.4,29577.012,44273.94,35854.527,219874.38,416305.2,38937.44,32047.297,39548.13,555773.25,14.768956,14.712007,15.450169,18.273485,19.038696,14.624711,15.122144,18.753325,14.831651,15.669814,15.721481,15.048057,15.274163,14.725898,15.283453,15.522931,15.218134,15.511995,17.521372,15.205388,14.852189,15.43417,15.1298685,17.74632,18.667282,15.248871,14.967916,15.271322,19.084137,C1213 - 5.989,5.926,885.5529,886.5559,,Target,,0
not found ,,871.5534,872.5648,C1221 - 5.723,5.723,86210.26,99163.58,95386.34,71200.51,48620.098,110362.555,81741.03,55279.24,78512.87,72013.77,71717.82,50112.816,85256.76,122749.42,102105.88,52114.793,82334.42,69542.08,120038.54,78424.06,83233.34,66588.47,60663.69,86680.67,52089.906,69119.99,63501.203,53168.934,47633.47,16.395573,16.597523,16.541494,16.1196,15.569264,16.751892,16.318773,15.75445,16.260641,16.135984,16.130043,15.612892,16.379528,16.905357,16.639708,15.669405,16.329208,16.085598,16.873138,16.259008,16.344873,16.022985,15.888546,16.403423,15.668716,16.076817,15.954496,15.698296,15.539688,C1221 - 5.723,5.90115,871.5534,872.5648,,Target,,0
