# Notes : 
#Entity List : 3 of 29 Filtered on Flags [Present] 
#Interpretation : Sample  (Non-averaged)
#Experiment : Quant - Green Tea All Compounds_SBAQ_Area
#Data to filter on : Raw Data
#Lower cut-off: 20000.0
#Upper cut-off: 63766108.0
#Entities where at least 3 out of 29 samples have values within cut-off
# Technology : MassHunterQuant.LCMS_IDENTIFIED_COMPOUNDS.Quant All Tea Compounds_2022_Feb_06_15_19_59
# Owner : gxuser
# Created On : Mon Feb 07 10:43:18 MST 2022
Compound	report.results_GT_001_SBAQ_1(raw)	report.results_GT_001_SBAQ_10(raw)	report.results_GT_001_SBAQ_11(raw)	report.results_GT_001_SBAQ_12(raw)	report.results_GT_001_SBAQ_13(raw)	report.results_GT_001_SBAQ_14(raw)	report.results_GT_001_SBAQ_15(raw)	report.results_GT_001_SBAQ_16(raw)	report.results_GT_001_SBAQ_17(raw)	report.results_GT_001_SBAQ_18(raw)	report.results_GT_001_SBAQ_19(raw)	report.results_GT_001_SBAQ_2(raw)	report.results_GT_001_SBAQ_20(raw)	report.results_GT_001_SBAQ_21(raw)	report.results_GT_001_SBAQ_22(raw)	report.results_GT_001_SBAQ_23(raw)	report.results_GT_001_SBAQ_24(raw)	report.results_GT_001_SBAQ_25(raw)	report.results_GT_001_SBAQ_26(raw)	report.results_GT_001_SBAQ_27(raw)	report.results_GT_001_SBAQ_28(raw)	report.results_GT_001_SBAQ_29(raw)	report.results_GT_001_SBAQ_3(raw)	report.results_GT_001_SBAQ_4(raw)	report.results_GT_001_SBAQ_5(raw)	report.results_GT_001_SBAQ_6(raw)	report.results_GT_001_SBAQ_7(raw)	report.results_GT_001_SBAQ_8(raw)	report.results_GT_001_SBAQ_9(raw)	report.results_GT_001_SBAQ_1: Log2(normalized)	report.results_GT_001_SBAQ_10: Log2(normalized)	report.results_GT_001_SBAQ_11: Log2(normalized)	report.results_GT_001_SBAQ_12: Log2(normalized)	report.results_GT_001_SBAQ_13: Log2(normalized)	report.results_GT_001_SBAQ_14: Log2(normalized)	report.results_GT_001_SBAQ_15: Log2(normalized)	report.results_GT_001_SBAQ_16: Log2(normalized)	report.results_GT_001_SBAQ_17: Log2(normalized)	report.results_GT_001_SBAQ_18: Log2(normalized)	report.results_GT_001_SBAQ_19: Log2(normalized)	report.results_GT_001_SBAQ_2: Log2(normalized)	report.results_GT_001_SBAQ_20: Log2(normalized)	report.results_GT_001_SBAQ_21: Log2(normalized)	report.results_GT_001_SBAQ_22: Log2(normalized)	report.results_GT_001_SBAQ_23: Log2(normalized)	report.results_GT_001_SBAQ_24: Log2(normalized)	report.results_GT_001_SBAQ_25: Log2(normalized)	report.results_GT_001_SBAQ_26: Log2(normalized)	report.results_GT_001_SBAQ_27: Log2(normalized)	report.results_GT_001_SBAQ_28: Log2(normalized)	report.results_GT_001_SBAQ_29: Log2(normalized)	report.results_GT_001_SBAQ_3: Log2(normalized)	report.results_GT_001_SBAQ_4: Log2(normalized)	report.results_GT_001_SBAQ_5: Log2(normalized)	report.results_GT_001_SBAQ_6: Log2(normalized)	report.results_GT_001_SBAQ_7: Log2(normalized)	report.results_GT_001_SBAQ_8: Log2(normalized)	report.results_GT_001_SBAQ_9: Log2(normalized)	Compound Name	Retention Time	Measured Retention Time	Product Mass	QualifierMass	CASNumber	CompoundType	ISTDCompoundName	Mass Column
C1353 - 2.21	460322.78	1491429.1	2347666.5	1617940.6	1807168.5	1961880.8	2024977.1	934201.8	1716261.0	1443788.2	1237620.4	1465771.8	1659737.5	229025.31	1360589.1	1491819.2	2012361.8	1609905.2	1709267.6	1103645.9	2203522.0	2084512.8	1686158.8	1359797.2	1930750.5	1257104.4	1152128.4	1431925.4	1851744.5	18.812286	20.508265	21.162796	20.625727	20.7853	20.903807	20.949474	19.833374	20.710836	20.461428	20.239138	20.483229	20.662523	17.805147	20.3758	20.50864	20.940458	20.618544	20.704947	20.073845	21.07138	20.99128	20.685308	20.37496	20.88073	20.261673	20.13587	20.449526	20.820454	C1353 - 2.21	2.21	2.1978667	262.1642	263.1665		Target		0.0
C1361 - 1.833	426803.12	966962.3	899730.8	1104446.6	782693.75	252351.92	1179552.0	866920.3	1157520.2	793945.56	909803.9	395397.56	953421.2	1021107.7	1037607.8	1123891.2	1078960.2	959381.56	1182419.6	498553.12	814168.1	387111.38	601711.1	1038570.9	921449.75	1803361.2	1047839.75	733586.75	770672.1	18.70321	19.8831	19.779135	20.074892	19.578089	17.945078	20.169807	19.72554	20.142605	19.59868	19.795197	18.592943	19.862753	19.961702	19.984829	20.10007	20.04121	19.871744	20.173311	18.92739	19.634968	18.56239	19.198711	19.986168	19.813545	20.782257	19.998985	19.484608	19.555758	C1361 - 1.833	1.833	1.8336	358.0446	359.0486		Target		0.0
C1370 - 2.037	6023.9385	1.0E-5	19103.596	14091.169	1.0E-5	15717.569	12270.687	1.0E-5	19033.455	1.0E-5	9689.274	16737.648	1.0E-5	10195.893	28934.45	11790.474	17689.928	24979.582	14392.987	19700.455	3133.5798	17651.031	11362.083	9445.202	10524.257	20657.223	9264.291	8648.839	14179.059	12.556492	-16.60964	14.221557	13.782504	-16.60964	13.940091	13.582929	-16.60964	14.216249	-16.60964	13.242173	14.030809	-16.60964	13.315701	14.8205	13.525333	14.11064	14.608462	13.813078	14.265942	11.613596	14.107465	13.47194	13.205366	13.361431	14.334359	13.1774645	13.078291	13.791474	C1370 - 2.037	2.037	2.0736833	262.0368	284.0181		Target		0.0
C1375 - 1.178	123365.164	121169.72	102677.805	58200.945	29163.535	86054.21	43712.586	16734.812	110771.914	44793.277	31489.979	15233.043	32081.611	192476.9	41312.688	26866.43	119700.484	23493.717	8013.437	18781.764	11139.9375	85871.82	90969.81	19449.824	16882.021	114786.99	17819.105	11099.575	11471.112	16.912575	16.88667	16.647764	15.828754	14.831878	16.392958	15.415761	14.030564	16.757233	15.4509945	14.942605	13.894916	14.96946	17.554325	15.334298	14.713517	16.86907	14.519987	12.968205	14.197045	13.443453	16.389896	16.4731	14.247469	14.0432005	16.8086	14.121138	13.438216	13.485718	C1375 - 1.178	1.178	1.1547667	276.1194	259.0949		Target		0.0
C1394 - 0.847	7951.4785	11052.399	14327.669	4566.0938	22978.562	17195.24	10021.416	11459.268	3709.9487	16456.613	10232.651	10354.581	12484.902	6956.0767	17590.58	14079.797	4198.302	4260.161	2521.2034	10127.763	20896.045	14436.027	14005.871	12952.305	18609.033	12337.798	7999.181	23361.506	9573.667	12.957007	13.432072	13.806517	12.156745	14.488002	14.069722	13.290798	13.484227	11.8571825	14.00638	13.320892	13.337981	13.607898	12.764058	14.102515	13.781339	12.035591	12.056692	11.299896	13.306028	14.350943	13.817386	13.773744	13.660922	14.183716	13.590796	12.965637	14.511846	13.224856	C1394 - 0.847	0.847		270.9464	271.9476		Target		0.0
C1396 - 1.185	780510.25	466963.5	762241.44	910367.5	506477.2	438310.88	994895.5	602467.6	1339615.6	552838.06	131334.03	713538.7	559114.06	625273.25	652846.6	580919.1	924916.7	796123.8	728961.6	734063.5	411207.4	816909.7	660865.75	517585.66	473093.97	226381.42	440872.22	502057.78	782798.75	19.574059	18.83295	19.539888	19.79609	18.950138	18.741594	19.924187	19.200523	20.353388	19.076498	17.002882	19.444632	19.092783	19.254128	19.316383	19.147978	19.818964	19.602633	19.475483	19.485544	18.649508	19.639818	19.333998	18.981438	18.851767	17.788397	18.750002	18.937494	19.578281	C1396 - 1.185	1.185		203.0528	204.0541		Target		0.0
C1412 - 0.789	98749.94	126264.13	129021.805	64861.797	220450.7	181773.6	102601.15	156497.56	57535.004	179730.72	113013.55	125413.39	165125.2	107241.57	126317.45	107701.03	71878.29	71791.61	91800.445	107134.56	277014.9	124822.13	103554.67	205492.73	181710.67	103182.63	162480.72	230684.78	108593.64	16.591492	16.946085	16.977255	15.985082	17.750097	17.471783	16.646688	17.25578	15.812152	17.455477	16.786137	16.93633	17.3332	16.710505	16.946693	16.716673	16.133268	16.131529	16.486214	16.709064	18.079605	16.929514	16.660034	17.648727	17.471285	16.65484	17.30991	17.815563	16.72858	C1412 - 0.789	0.789	0.78223336	151.9856	152.486		Target		0.0
N2-Methylguanine_5.828	1.0E-5	67198.17	131288.97	1.0E-5	103414.53	34001.105	1.0E-5	1.0E-5	61775.85	108280.52	22464.225	88977.97	44555.516	1.0E-5	92289.17	41120.12	23461.053	23811.736	1.0E-5	1.0E-5	55562.816	1.0E-5	142476.56	1.0E-5	1.0E-5	67531.98	1.0E-5	95720.75	81124.93	-16.60964	16.036135	17.002386	-16.60964	16.65808	15.053295	-16.60964	-16.60964	15.914756	16.724415	14.455341	16.44116	15.443316	-16.60964	16.493874	15.327558	14.51798	14.539386	-16.60964	-16.60964	15.761831	-16.60964	17.120365	-16.60964	-16.60964	16.043283	-16.60964	16.546545	16.307858	N2-Methylguanine_5.828	5.828	5.8238335	166.0727	167.074	10030-78-1	Target		0.0
N-(1-Deoxy-1-fructosyl)threonine_1.052	11444.265	5811.8325	23702.23	135314.47	1519.6104	1.0E-5	26368.04	3807.0747	56080.727	1.0E-5	3541.4192	8109.7993	8707.278	21938.117	1366.0587	19434.518	21199.658	41248.477	1.0E-5	1.0E-5	1.0E-5	8430.08	21956.006	1141.3448	1.0E-5	14682.7	4428.532	923.07904	17752.361	13.482338	12.504777	14.532735	17.045958	10.569486	-16.60964	14.686502	11.894467	15.775217	-16.60964	11.7901125	12.985451	13.088006	14.421152	10.415804	14.246334	14.371754	15.332054	-16.60964	-16.60964	-16.60964	13.04133	14.422327	10.156519	-16.60964	13.841829	12.112613	9.85031	14.115724	N-(1-Deoxy-1-fructosyl)threonine_1.052	1.052	1.0719833	282.1181	283.1212	70954-04-0	Target		0.0
Massonivesinol_8.659	12902.609	27926.828	25813.488	15575.974	14815.881	11434.053	1.0E-5	8907.401	11398.34	30255.404	11284.191	33046.945	8379.381	6183.2324	23728.184	25753.455	9026.105	39377.164	1.0E-5	6009.167	9472.786	16959.156	11752.749	1.0E-5	4157.63	9645.732	1.0E-5	7055.785	38610.656	13.6553755	14.769363	14.655837	13.927035	13.8548565	13.481049	-16.60964	13.120789	13.476536	14.884906	13.462015	15.012229	13.032628	12.594145	14.534314	14.652479	13.139887	15.265071	-16.60964	12.552949	13.209573	14.049777	13.520711	-16.60964	12.021546	13.235675	-16.60964	12.784591	15.236711	Massonivesinol_8.659	8.659	8.6882	399.1993	400.2021		Target		0.0
L-Homoarginine_1.021	80753.95	43846.688	46201.742	79956.81	28550.666	38338.2	44203.695	61480.58	73002.44	38906.527	63776.03	62873.438	68683.53	52942.188	45803.133	48592.242	55763.258	47920.582	68314.91	71674.484	21338.908	78457.1	52275.36	49785.95	59004.56	55577.965	40242.945	25107.455	81554.23	16.301245	15.42018	15.49566	16.286934	14.801237	15.226495	15.431879	15.907844	16.155657	15.247725	15.960726	15.940163	16.067677	15.69213	15.483159	15.568438	15.767027	15.548358	16.059914	16.129171	14.381199	16.259617	15.673843	15.603451	15.848538	15.762225	15.296448	14.6158285	16.315472	L-Homoarginine_1.021	1.021	1.0140333	189.1347	190.1353		Target		0.0
N6-Carbamoyl-L-threonyladenosine_6.874	287227.8	259760.75	289832.16	230826.89	305417.75	258871.77	289228.5	275367.12	420655.0	266770.47	277605.6	243796.45	256796.7	292051.5	451181.2	338097.5	313369.03	296908.06	290045.84	450256.38	385267.3	371561.5	308293.78	387458.4	223377.05	296407.47	334801.72	283000.62	298540.03	18.131836	17.986824	18.144857	17.816452	18.220425	17.981878	18.14185	18.070997	18.682278	18.025238	18.082676	17.895317	17.970268	18.155863	18.783348	18.36708	18.257504	18.179657	18.145922	18.780388	18.5555	18.503242	18.233946	18.563683	17.769121	18.177221	18.352947	18.110445	18.187565	N6-Carbamoyl-L-threonyladenosine_6.874	6.874	6.8917665	413.1423	414.1468		Target		0.0
Ethoxychelerythrine_5.783	119892.52	1330.7656	1.0E-5	1206.8096	51823.49	959.83307	1.0E-5	9635.01	3175.647	35375.62	76289.81	130160.664	1.0E-5	4911.569	659.2507	33200.043	260.04868	21646.436	1311.3491	1126.6577	1.0E-5	46060.445	1.0E-5	2340.6885	67919.31	4211.01	2574.1716	22133.922	90373.5	16.871382	10.37804	-16.60964	10.236982	15.661318	9.906639	-16.60964	13.234071	11.632835	15.110467	16.219202	16.989933	-16.60964	12.261968	9.364683	15.018897	8.022637	14.401842	10.356835	10.137834	-16.60964	15.4912405	-16.60964	11.192717	16.051535	12.039951	11.329892	14.433971	16.463612	Ethoxychelerythrine_5.783	5.783		394.1643	395.1692	79559-55-0	Target		0.0
C1666 - 7.795	39552.836	59652.934	125017.23	84870.86	51280.938	33279.438	69106.84	48626.215	93828.836	39679.695	36357.375	38970.32	48695.047	78806.16	66885.26	55750.023	80216.84	37866.867	8736.366	49841.59	74585.58	16044.203	97179.21	76672.82	60568.254	80693.37	61111.453	23570.07	37174.88	15.271494	15.8643055	16.931768	16.372982	15.646135	15.022344	16.07654	15.569447	16.517744	15.276113	15.14996	15.250089	15.571488	16.26602	16.0294	15.766685	16.291618	15.208649	13.092817	15.605062	16.18661	13.969764	16.56836	16.226429	15.886274	16.300161	15.899155	14.524668	15.182041	C1666 - 7.795	7.795	7.8437834	271.1173	288.1442		Target		0.0
Phrymarolin-II_7.464	19594.812	42259.234	31456.912	28318.564	19086.178	23870.064	26630.09	21816.938	28861.322	16204.491	20137.635	21473.49	21521.883	24637.71	35871.86	26773.213	39130.855	21705.355	37427.67	37946.598	30780.816	23977.78	52416.137	38395.445	21315.818	51934.535	20417.785	22696.352	17720.791	14.258184	15.366979	14.941089	14.789461	14.220241	14.542914	14.70077	14.413161	14.81685	13.984106	14.297607	14.390268	14.393517	14.588581	15.130565	14.708503	15.25602	14.405764	15.191817	15.211682	14.909744	14.54941	15.677724	15.228648	14.379638	15.664407	14.317539	14.470173	14.113155	Phrymarolin-II_7.464	7.464	7.462983	459.1289	460.1311	23720-86-7	Target		0.0
Prenyl caffeate_8.458	1.0E-5	27984.977	35884.785	34795.8	51839.734	46896.047	25383.63	45452.43	62022.484	1.0E-5	1.0E-5	72440.16	36459.074	11135.178	52187.355	82095.49	62184.258	47668.58	41758.79	50310.863	58458.7	51001.31	44857.613	33623.69	39039.438	19444.402	23931.6	76721.22	23756.219	-16.60964	14.772365	15.131084	15.086625	15.661771	15.517179	14.631611	15.47207	15.920505	-16.60964	-16.60964	16.144503	15.15399	13.442837	15.671412	16.325016	15.924262	15.540751	15.3497925	15.618583	15.835131	15.638247	15.453065	15.03719	15.252645	14.247067	14.54663	16.227337	14.536017	Prenyl caffeate_8.458	8.458	8.415	249.1123	250.1156		Target		0.0
C1862 - 1.188	161201.16	98215.95	72689.34	218561.06	18252.137	48558.027	77820.12	57227.69	217243.3	31040.203	67482.38	128662.34	19112.04	97427.99	70446.74	79353.62	110595.23	77990.14	199899.64	158254.73	16953.4	83984.01	81268.516	48421.08	19870.695	228656.11	26883.512	41984.348	103002.52	17.298502	16.58367	16.149456	17.737677	14.155778	15.567422	16.247856	15.804425	17.728952	14.92185	16.042223	16.97323	14.222195	16.572048	16.104244	16.276009	16.754929	16.251003	17.608917	17.271889	14.049288	16.357826	16.31041	15.563347	14.278355	17.80282	14.714434	15.357564	16.65232	C1862 - 1.188	1.188	1.2127167	262.129	300.086		Target		0.0
Leucyl-Leucine_6.692	41906.668	20464.29	13789.416	18436.045	31356.11	54207.36	13821.211	25834.797	17294.85	30134.676	46978.37	59956.242	18520.246	28794.166	9085.212	34751.92	12664.865	70695.46	32621.055	166347.22	52827.35	65609.22	26737.988	42447.02	32002.53	26522.479	8789.484	20718.492	56728.863	15.354892	14.320821	13.751273	14.170242	14.93646	15.726201	13.754596	14.657027	14.078055	14.879137	15.519709	15.871622	14.176816	14.813489	13.149305	15.084805	13.628544	16.10933	14.993516	17.343838	15.688997	16.001612	14.706604	15.373375	14.9658985	14.694928	13.1015625	14.338631	15.791795	Leucyl-Leucine_6.692	6.692	6.6848	245.1859	246.1895		Target		0.0
C1898 - 2.895	1.0E-5	6886368.0	9687731.0	4462419.0	1.0E-5	4086634.8	2487911.2	1.0E-5	1.0E-5	1.0E-5	1.0E-5	1.0E-5	6166304.5	1.0E-5	9747808.0	1.0E-5	4068667.0	1.0E-5	1387278.8	5404542.0	9838555.0	1.0E-5	7804577.0	4422679.0	1.0E-5	766295.9	598071.7	1.0E-5	1.0E-5	-16.60964	22.715311	23.207727	22.089394	-16.60964	21.962482	21.246504	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	22.555975	-16.60964	23.216644	-16.60964	21.956125	-16.60964	20.403826	22.365742	23.230017	-16.60964	22.89589	22.07649	-16.60964	19.547543	19.189959	-16.60964	-16.60964	C1898 - 2.895	2.895	2.8767	177.1029	160.0757		Target		0.0
C1936 - 6.783	37094.543	31965.137	55466.812	41293.69	32384.832	26974.701	40270.438	50980.668	76919.6	38268.332	52219.895	51986.45	41339.695	29201.28	87712.75	64416.387	74569.46	50124.008	45511.582	85102.15	45090.996	76560.016	81574.766	46397.242	45963.668	55162.87	45819.758	28997.346	48487.6	15.178919	14.964211	15.759337	15.333633	14.983031	14.719319	15.297433	15.637663	16.231064	15.223863	15.672313	15.665848	15.33524	14.833744	16.4205	15.97514	16.186296	15.613214	15.473947	16.376907	15.460552	16.224304	16.315836	15.501751	15.488206	15.75141	15.483682	14.823633	15.565329	C1936 - 6.783	6.783	6.7924166	474.1731	491.2014		Target		0.0
C1998 - 2.174	9507.804	118161.32	116932.266	148984.62	68078.89	99334.56	65826.99	7255.9287	84457.11	41175.348	49156.29	58663.613	67772.48	84596.23	153017.19	28192.305	89734.57	76773.55	92382.734	114130.4	70966.555	93550.09	104564.42	77728.62	44908.285	82157.66	52382.875	17196.219	80906.77	13.214896	16.850397	16.835314	17.184803	16.05492	16.600008	16.006392	12.8249445	16.36593	15.3294935	15.585089	15.8401785	16.048412	16.368305	17.223335	14.783013	16.453377	16.228321	16.495337	16.800323	16.114851	16.51345	16.674032	16.246159	15.454694	16.326109	15.676807	14.069804	16.303972	C1998 - 2.174	2.174	2.16475	197.0058	175.0235		Target		0.0
C2106 - 7.428	25583.635	14264.62	7777.6733	39967.914	9368.861	40602.42	23599.227	34400.656	34604.2	46018.074	41802.85	1.0E-5	32356.717	32785.52	26514.293	26396.635	42721.883	17923.385	171229.39	34707.02	36189.9	43394.18	20739.357	11076.002	24011.666	7759.326	15903.377	10749.947	17489.377	14.642933	13.800154	12.925123	15.286554	13.193657	15.309278	14.526451	15.070149	15.07866	15.489913	15.351313	-16.60964	14.981777	15.0007715	14.694483	14.6880665	15.3826885	14.129555	17.38557	15.08294	15.143299	15.405213	14.340084	13.43515	14.551448	12.921716	13.957046	13.392041	14.094192	C2106 - 7.428	7.428	7.421583	287.1481	288.1516		Target		0.0
2,7-Dideacetyl-2,7-dibenzoyl-taxayunnanine F_9.347	1911.6484	1.0E-5	61599.125	1.0E-5	1.0E-5	53404.926	1.0E-5	5927.928	63890.2	1.0E-5	1.0E-5	994.99	1.0E-5	10574.04	120121.13	805.40515	45482.13	2064.7832	4532.3022	1.0E-5	45784.137	1.0E-5	70319.414	1.0E-5	1.0E-5	69879.43	77948.82	51629.46	1771.0981	10.900601	-16.60964	15.910623	-16.60964	-16.60964	15.704685	-16.60964	12.533313	15.963307	-16.60964	-16.60964	9.958538	-16.60964	13.368239	16.87413	9.65357	15.473012	11.011775	12.1460285	-16.60964	15.48256	-16.60964	16.101635	-16.60964	-16.60964	16.09258	16.250238	15.655907	10.790428	2,7-Dideacetyl-2,7-dibenzoyl-taxayunnanine F_9.347	9.347		777.3111	778.3153		Target		0.0
C2175 - 6.783	4357.71	1.0E-5	711.31165	1.0E-5	1.0E-5	7791.2915	7024.7173	1.0E-5	6852.971	1.0E-5	26039.719	16115.599	1.0E-5	1.0E-5	46948.336	3196.2004	1.0E-5	1.0E-5	6659.5186	1.0E-5	37735.016	6105.6533	787.0648	13811.905	2627.8003	13692.096	41914.91	10516.274	6797.34	12.089354	-16.60964	9.474338	-16.60964	-16.60964	12.927647	12.778224	-16.60964	12.742514	-16.60964	14.6684265	13.976171	-16.60964	-16.60964	15.518787	11.642142	-16.60964	-16.60964	12.701202	-16.60964	15.203616	12.57593	9.620338	13.753625	11.35964	13.741056	15.355177	13.360336	12.730754	C2175 - 6.783	6.783	6.78415	325.1256	326.1274		Target		0.0
Rotundifoline_8.863	1.0E-5	112287.46	37962.65	59583.938	27774.197	125661.14	88059.86	48836.445	56122.977	30535.094	31762.932	2563.1238	111404.1	57817.594	110419.16	17228.943	61798.977	39203.574	97530.98	53888.97	78049.414	15356.649	59873.223	209303.33	31755.316	14583.197	26578.06	19862.229	8779.83	-16.60964	16.776838	15.212294	15.862636	14.761458	16.939178	16.426197	15.57567	15.776304	14.89818	14.955057	11.323688	16.765442	15.8192215	16.75263	14.072546	15.915295	15.258697	16.573574	15.717702	16.2521	13.906576	15.869623	17.675236	14.95471	13.83202	14.697948	14.27774	13.0999775	Rotundifoline_8.863	8.863	8.853766	401.2072	402.2116	6883-25-6	Target		0.0
Nigakilactone H_8.243	151441.48	1955.4344	3172.36	2422.1594	233844.83	5787.086	1.0E-5	88987.59	36427.75	192145.25	224068.77	310092.62	3891.8452	1.0E-5	3558.7056	182939.27	1.0E-5	264815.12	4695.2964	2276.7532	1.0E-5	327568.8	2406.8657	3271.6726	1.0E-5	4109.392	2531.725	28304.521	135587.6	17.2084	10.933273	11.631341	11.242078	17.835192	12.498622	-16.60964	16.441317	15.15275	17.551838	17.77358	18.24234	11.926239	-16.60964	11.797136	17.481005	-16.60964	18.014626	12.197	11.152761	-16.60964	18.321438	11.23294	11.675813	-16.60964	12.004709	11.305904	14.788746	17.048866	Nigakilactone H_8.243	8.243	8.28255	425.217	426.2236		Target		0.0
C2236 - 7.749	220024.47	252765.4	149729.95	355438.56	168714.19	244595.58	270243.72	245536.22	242730.48	283976.6	349677.2	166445.84	149264.84	277209.88	202089.4	424497.16	287876.5	188444.84	244324.03	327394.03	257808.45	238300.83	157834.36	199753.92	181114.58	584479.75	164266.62	203290.0	130383.92	17.747303	17.94744	17.192003	18.439241	17.364222	17.900038	18.043901	17.905577	17.888996	18.115414	18.415665	17.344694	17.187515	18.080618	17.624636	18.695395	18.13509	17.523783	17.898438	18.320667	17.97594	17.862425	17.268051	17.607864	17.466543	19.156794	17.32568	17.63318	16.992407	C2236 - 7.749	7.749	7.74445	525.2881	526.2913		Target		0.0
C2252 - 0.847	16241.985	19492.068	23296.305	15679.882	17213.516	22689.453	19410.656	13761.421	14403.929	15843.771	12420.079	21967.906	20091.303	15699.098	18282.166	16636.37	18279.021	12411.621	16898.219	15935.319	13983.069	21810.672	20394.627	16723.324	20393.842	14879.637	13455.319	16436.387	17843.467	13.98744	14.250599	14.507813	13.936626	14.071255	14.469734	14.24456	13.748342	13.814175	13.951628	13.600387	14.42311	14.294283	13.938395	14.15815	14.022053	14.157901	13.599404	14.044583	13.95994	13.771394	14.412746	14.315902	14.029574	14.3158455	13.861052	13.715889	14.004605	14.123108	C2252 - 0.847	0.847	0.88158333	386.9238	387.9241		Target		0.0
Valyl-Tyrosine_6.482	14520.984	8145.5244	1707.6627	1070.6887	4386.807	7726.437	8967.472	11643.215	12377.52	5424.578	14745.313	21936.146	6239.6514	1.0E-5	11290.969	17451.463	2638.978	16105.217	1.0E-5	13808.994	6825.765	25278.582	1825.3893	6051.2065	4207.205	4256.11	6634.9277	11259.1045	26279.84	13.825851	12.991793	10.737807	10.064323	12.098956	12.915587	13.130486	13.507202	13.595435	12.405295	13.847969	14.421021	12.60725	-16.60964	13.462882	14.09106	11.365764	13.97524	-16.60964	13.753321	12.736775	14.6256275	10.833988	12.563006	12.038647	12.055319	12.695866	13.458805	14.681669	Valyl-Tyrosine_6.482	6.482		281.1497	282.1532		Target		0.0
C2327 - 6.957	7045.5303	15454.732	14735.302	15523.82	31494.248	16924.395	16123.879	8375.084	15073.355	10506.706	10594.7295	1.0E-5	17396.201	14306.753	25230.564	9926.948	15798.575	11253.1	1.0E-5	23383.488	15710.41	22175.977	13282.562	20474.967	13341.061	11641.359	15295.024	22981.541	11644.563	12.782493	13.915762	13.846989	13.922196	14.9428005	14.046817	13.976912	13.031888	13.879713	13.359023	13.371059	-16.60964	14.086485	13.804409	14.622886	13.277135	13.947507	13.4580345	-16.60964	14.513203	13.939433	14.436709	13.697246	14.321573	13.703586	13.506972	13.900774	14.488187	13.507369	C2327 - 6.957	6.957		281.1001	282.1003		Target		0.0
C2340 - 0.797	48157.723	56170.39	68097.46	30887.729	93080.14	87264.78	46603.91	68171.78	20396.387	74321.33	51526.297	57291.316	72602.766	55071.03	70130.02	49845.164	34739.41	38149.48	42431.383	46969.348	102194.4	55411.74	53917.94	80961.555	88608.52	52030.35	70882.53	96763.54	51478.5	15.55548	15.777522	16.055313	14.914745	16.506186	16.413113	15.508164	16.056887	14.316026	16.181488	15.653022	15.806028	16.147738	15.749005	16.097744	15.605166	15.084286	15.219377	15.372844	15.519432	16.640957	15.757903	15.718478	16.30495	16.435158	15.667067	16.113142	16.562176	15.651683	C2340 - 0.797	0.797	0.78223336	307.9423	308.9433		Target		0.0
C2409 - 8.239	1.0E-5	6789.9565	1.0E-5	616.637	1.0E-5	11442.796	3463.6724	633.3845	10933.08	5231.727	574.38446	1.0E-5	12807.135	24512.73	1929.4225	3953.388	1.0E-5	61947.305	4049.0984	10046.312	46266.85	1.0E-5	2877.1685	4900.8696	1.0E-5	2220.4915	838.8367	1.0E-5	1.0E-5	-16.60964	12.729187	-16.60964	9.268278	-16.60964	13.482152	11.758086	9.306937	13.416412	12.353072	9.165874	-16.60964	13.64466	14.5812435	10.913954	11.948874	-16.60964	15.918754	11.983385	13.294378	15.497691	-16.60964	11.490434	12.2588215	-16.60964	11.116663	9.712246	-16.60964	-16.60964	C2409 - 8.239	8.239		358.2701	359.2775		Target		0.0
Tryptophyl-Leucine_7.759	13797.909	30013.299	30760.3	26817.178	14800.214	25459.69	5644.73	19306.719	5349.729	1457.0148	1.0E-5	7324.3584	5166.9854	3343.1172	12627.9375	1.0E-5	20551.766	3554.7915	21481.256	13757.06	14253.823	12814.492	28240.568	25257.117	1.0E-5	36843.08	23080.76	17793.87	7992.975	13.752162	14.873314	14.908782	14.710871	13.853331	14.635927	12.462688	14.236816	12.385249	10.5088	-16.60964	12.838487	12.335108	11.706979	13.6243305	-16.60964	14.326975	11.795549	14.390791	13.747885	13.799061	13.645489	14.785481	14.624403	-16.60964	15.1691065	14.494403	14.119093	12.964518	Tryptophyl-Leucine_7.759	7.759	7.74445	318.1812	319.1844		Target		0.0
Taraxinic acid 1'-O-beta-D-glucopyranoside_6.684	1.0E-5	1.0E-5	6226.627	3865.2488	23253.973	7904.053	1.0E-5	1.0E-5	1.0E-5	1.0E-5	15557.475	18749.023	2285.3848	1.0E-5	6380.872	7848.508	1.0E-5	12648.301	1.0E-5	7401.4175	3054.247	36126.285	2610.9585	6681.0884	16050.776	2572.2861	1.0E-5	15186.167	22201.635	-16.60964	-16.60964	12.604236	11.916345	14.50519	12.948377	-16.60964	-16.60964	-16.60964	-16.60964	13.92532	14.194528	11.158221	-16.60964	12.639538	12.938203	-16.60964	13.626656	-16.60964	12.853585	11.576601	15.140761	11.350364	12.705868	13.970356	11.3288355	-16.60964	13.8904705	14.438378	Taraxinic acid 1'-O-beta-D-glucopyranoside_6.684	6.684	6.6599665	425.1786	426.1816		Target		0.0
